Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,1
00:05,1
00:06,1
00:07,1
00:07,1
00:07,1
00:07,1
00:08,1
00:09,1
00:10,1
00:11,1
00:12,1
00:13,1
00:14,1
00:15,1
00:15,1
00:15,1
00:15,1
00:16,1
00:17,1
00:18,1
00:19,1
00:20,1
00:21,1
00:22,1
00:23,1
00:24,1
00:25,1
00:26,1
00:27,1
00:28,1
00:29,1
00:30,1
00:31,1
00:32,1
00:33,1
00:34,1
00:35,1
00:36,1
00:37,1
00:38,1
00:39,1
00:40,1
00:41,1
00:42,1
00:43,1
00:44,1
00:45,1
00:46,1
00:47,1
00:48,1
00:49,1
00:50,1
00:51,1
00:52,1
00:53,1
00:54,1
00:55,1
00:56,1
00:57,1
00:58,1
00:59,1
01:00,1
01:01,1
01:02,1
01:03,1
01:04,1
01:05,1
01:06,1
01:07,1
01:08,4
01:09,4
01:10,4
01:11,4
01:12,4
01:13,4
01:14,4
01:15,4
01:16,4
01:17,4
01:18,4
01:19,4
01:19,4
01:20,4
01:21,4
01:22,4
01:23,4
01:24,4
01:25,4
01:26,4
01:27,4
01:28,4
01:29,4
01:30,4
01:31,4
01:32,4
01:33,4
01:34,4
01:35,4
01:36,4
01:37,4
01:38,4
01:39,4
01:40,4
01:41,4
01:42,4
01:43,4
01:44,4
01:45,4
01:46,4
01:47,4
01:48,4
01:49,4
01:50,4
01:51,4
01:52,4
01:53,4
01:54,4
01:55,4
01:56,4
01:57,4
01:58,4
01:59,4
02:00,4
02:01,4
02:02,4
02:03,4
02:04,4
02:05,4
02:06,4
02:07,4
02:08,5
02:09,5
02:10,5
02:11,5
02:12,5
02:13,5
02:14,5
02:15,5
02:15,5
02:16,9
02:17,9
02:18,9
02:19,9
02:20,9
02:21,9
02:22,9
02:23,9
02:24,9
02:25,9
02:26,9
02:27,9
02:28,9
02:29,9
02:30,9
02:31,9
02:32,9
02:33,9
02:34,9
02:35,9
02:36,9
02:37,9
02:38,9
02:39,9
02:40,9
02:41,9
02:42,9
02:43,9
02:44,9
02:45,9
02:46,9
02:47,9
02:48,9
02:49,9
02:50,9
02:51,9
02:52,9
02:53,9
02:54,9
02:55,9
02:56,9
02:57,15
02:58,15
02:59,15
03:00,15
03:01,15
03:02,15
03:03,15
03:03,15
03:03,15
03:03,15
03:03,15
03:03,15
03:03,15
03:04,15
03:05,15
03:06,15
03:07,15
03:07,15
03:07,15
03:08,15
03:09,15
03:10,15
03:11,15
03:12,15
03:13,15
03:14,15
03:15,15
03:16,15
03:17,15
03:18,15
03:19,15
03:19,15
03:20,15
03:21,15
03:22,15
03:23,15
03:24,15
03:25,15
03:26,15
03:27,15
03:28,15
03:29,15
03:30,15
03:31,15
03:31,15
03:32,15
03:33,15
03:34,15
03:35,15
03:35,15
03:35,15
03:36,15
03:37,15
03:38,15
03:39,15
03:40,15
03:41,15
03:42,15
03:43,15
03:44,15
03:45,15
03:46,15
03:47,15
03:48,15
03:49,15
03:50,15
03:51,15
03:52,15
03:53,15
03:54,15
03:55,15
03:56,15
03:57,15
03:58,15
03:59,15
04:00,15
04:01,15
04:02,15
04:03,15
04:04,15
04:05,15
04:06,15
04:07,15
04:08,15
04:09,15
04:10,15
04:11,15
04:12,15
04:13,15
04:14,15
04:15,15
04:16,15
04:17,15
04:18,15
04:19,15
04:20,15
04:21,15
04:22,15
04:23,15
04:24,15
04:25,15
04:26,15
04:27,15
04:28,15
04:29,15
04:30,15
04:31,15
04:32,15
04:33,15
04:34,15
04:35,15
04:36,15
04:37,15
04:38,15
04:39,15
04:40,15
04:41,15
04:42,15
04:43,15
04:44,15
04:45,15
04:46,15
04:47,15
04:48,15
04:49,15
04:50,15
04:51,15
04:52,15
04:53,15
04:54,15
04:55,15
04:56,15
04:57,15
04:58,15
04:59,15
