Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,0
00:05,0
00:06,0
00:07,0
00:07,0
00:08,0
00:09,2
00:10,2
00:11,2
00:12,2
00:13,2
00:14,2
00:15,2
00:15,2
00:16,2
00:17,2
00:18,2
00:19,2
00:20,2
00:21,2
00:22,2
00:23,2
00:24,2
00:25,2
00:26,2
00:27,2
00:28,2
00:29,2
00:30,2
00:31,2
00:32,2
00:33,2
00:34,2
00:35,2
00:36,2
00:37,2
00:38,2
00:39,2
00:40,2
00:41,2
00:42,2
00:43,2
00:44,2
00:45,2
00:46,2
00:47,2
00:48,2
00:49,2
00:50,2
00:51,2
00:52,2
00:53,2
00:54,2
00:55,2
00:56,2
00:57,2
00:58,2
00:59,2
01:00,2
01:01,2
01:02,2
01:03,2
01:04,2
01:05,2
01:06,2
01:07,2
01:08,2
01:09,3
01:10,3
01:11,3
01:12,3
01:13,3
01:14,3
01:15,3
01:16,3
01:17,3
01:18,3
01:19,3
01:20,3
01:21,3
01:22,3
01:23,3
01:24,3
01:25,3
01:26,3
01:27,3
01:28,3
01:29,3
01:30,3
01:31,3
01:32,3
01:33,3
01:34,3
01:35,3
01:36,3
01:37,3
01:38,3
01:39,3
01:40,3
01:41,3
01:42,3
01:43,3
01:44,3
01:45,3
01:46,3
01:47,3
01:47,3
01:47,3
01:47,3
01:47,3
01:48,4
01:49,4
01:50,4
01:51,4
01:52,4
01:53,4
01:54,4
01:55,4
01:56,4
01:57,4
01:58,4
01:59,4
02:00,4
02:01,4
02:02,4
02:03,4
02:03,4
02:04,4
02:05,4
02:06,4
02:07,4
02:08,4
02:09,4
02:10,4
02:11,4
02:12,4
02:13,4
02:14,4
02:15,4
02:16,4
02:17,4
02:18,4
02:19,4
02:20,4
02:21,4
02:22,4
02:23,4
02:24,12
02:25,12
02:26,12
02:27,12
02:28,12
02:29,12
02:30,12
02:31,12
02:32,12
02:33,12
02:34,12
02:35,12
02:36,12
02:37,12
02:38,12
02:39,12
02:40,12
02:41,12
02:42,12
02:43,12
02:44,12
02:45,12
02:46,12
02:47,12
02:48,12
02:49,12
02:50,12
02:51,12
02:52,12
02:53,12
02:54,12
02:55,12
02:56,12
02:57,12
02:58,12
02:59,12
03:00,12
03:01,12
03:02,12
03:03,12
03:04,12
03:05,12
03:06,12
03:07,12
03:08,12
03:09,12
03:10,12
03:11,12
03:12,12
03:13,12
03:14,12
03:15,12
03:16,12
03:17,12
03:18,12
03:19,12
03:20,12
03:21,12
03:22,12
03:23,12
03:24,12
03:25,12
03:26,12
03:27,12
03:28,12
03:29,12
03:30,12
03:31,12
03:32,12
03:33,12
03:34,12
03:35,12
03:36,12
03:37,12
03:38,12
03:39,12
03:40,12
03:41,12
03:42,12
03:43,12
03:44,12
03:45,12
03:46,12
03:47,12
03:48,14
03:49,14
03:50,14
03:51,14
03:52,14
03:53,14
03:54,14
03:55,14
03:56,14
03:57,14
03:58,14
03:59,14
04:00,14
04:01,14
04:02,14
04:03,14
04:04,39
04:05,39
04:06,39
04:07,39
04:08,39
04:09,39
04:10,39
04:11,39
04:12,39
04:13,39
04:14,39
04:15,39
04:16,39
04:17,39
04:18,39
04:19,39
04:20,39
04:21,39
04:22,39
04:23,39
04:24,39
04:25,39
04:26,39
04:27,39
04:28,39
04:29,39
04:30,39
04:31,39
04:32,39
04:33,39
04:34,39
04:35,39
04:36,39
04:37,39
04:38,39
04:39,39
04:40,39
04:41,39
04:42,39
04:43,39
04:44,39
04:45,84
04:46,84
04:47,84
04:48,84
04:49,84
04:50,84
04:51,84
04:52,97
04:53,97
04:54,97
04:55,97
04:56,97
04:57,97
04:58,97
04:59,97
