Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,0
00:05,0
00:06,0
00:07,0
00:08,1
00:09,1
00:10,1
00:11,1
00:11,1
00:11,1
00:11,1
00:11,1
00:11,1
00:11,1
00:11,1
00:11,1
00:12,2
00:13,2
00:14,2
00:15,2
00:15,2
00:16,3
00:17,3
00:18,3
00:19,3
00:20,3
00:21,3
00:22,3
00:23,3
00:24,3
00:25,3
00:26,3
00:27,3
00:27,3
00:27,3
00:27,3
00:28,3
00:29,3
00:30,3
00:31,3
00:32,3
00:33,4
00:34,4
00:35,4
00:36,4
00:37,4
00:38,4
00:39,4
00:40,4
00:41,4
00:42,4
00:43,4
00:44,4
00:45,4
00:46,4
00:47,4
00:48,4
00:49,4
00:50,4
00:51,4
00:52,4
00:53,4
00:54,4
00:55,4
00:56,4
00:57,4
00:58,4
00:59,4
01:00,4
01:01,4
01:02,4
01:03,4
01:04,4
01:05,4
01:06,4
01:07,4
01:08,4
01:09,4
01:10,4
01:11,4
01:12,4
01:13,4
01:14,4
01:15,4
01:16,4
01:17,4
01:18,4
01:19,4
01:20,4
01:21,4
01:22,4
01:23,4
01:24,4
01:25,4
01:26,4
01:27,4
01:28,4
01:29,4
01:30,4
01:31,4
01:32,4
01:33,4
01:34,4
01:35,4
01:36,4
01:37,4
01:38,4
01:39,4
01:40,4
01:41,4
01:42,4
01:43,4
01:44,4
01:45,4
01:46,4
01:47,4
01:48,4
01:49,4
01:50,4
01:51,4
01:52,4
01:53,4
01:54,4
01:55,4
01:56,4
01:57,4
01:58,4
01:59,4
02:00,4
02:01,4
02:02,4
02:03,4
02:04,4
02:05,4
02:06,4
02:07,4
02:08,4
02:09,4
02:10,4
02:11,4
02:12,4
02:13,4
02:14,4
02:15,4
02:16,4
02:17,4
02:18,4
02:19,4
02:20,4
02:21,4
02:22,4
02:23,4
02:23,4
02:23,4
02:23,4
02:23,4
02:23,4
02:24,4
02:25,4
02:26,4
02:27,4
02:28,4
02:29,4
02:30,4
02:31,4
02:32,4
02:33,4
02:34,4
02:35,4
02:36,4
02:37,4
02:38,4
02:39,4
02:40,4
02:41,4
02:42,4
02:43,4
02:44,4
02:45,4
02:46,4
02:47,4
02:48,4
02:49,4
02:50,4
02:51,4
02:52,4
02:53,4
02:54,4
02:55,4
02:56,4
02:57,20
02:58,20
02:59,20
03:00,25
03:01,28
03:02,28
03:03,28
03:03,28
03:03,28
03:04,36
03:05,36
03:06,36
03:07,36
03:07,36
03:07,36
03:08,36
03:09,36
03:10,36
03:11,36
03:12,36
03:13,36
03:14,36
03:15,36
03:16,36
03:17,36
03:18,36
03:19,36
03:20,36
03:21,36
03:22,36
03:23,36
03:24,36
03:25,36
03:26,36
03:27,36
03:28,36
03:29,36
03:30,36
03:31,36
03:32,36
03:33,36
03:34,36
03:35,36
03:36,36
03:37,36
03:38,36
03:39,36
03:40,36
03:41,36
03:42,36
03:43,36
03:44,36
03:45,36
03:46,36
03:47,36
03:48,36
03:49,36
03:50,36
03:51,36
03:52,36
03:53,36
03:54,36
03:55,36
03:56,36
03:57,36
03:58,36
03:59,36
04:00,36
04:01,36
04:02,36
04:03,36
04:04,36
04:05,36
04:06,36
04:07,36
04:08,36
04:09,36
04:10,36
04:11,36
04:12,36
04:13,36
04:14,36
04:15,36
04:16,36
04:17,36
04:18,36
04:19,36
04:20,36
04:21,36
04:22,36
04:23,36
04:24,36
04:25,36
04:26,36
04:27,36
04:28,36
04:29,36
04:30,36
04:31,36
04:32,36
04:33,106
04:34,106
04:35,106
04:36,115
04:37,115
04:38,115
04:39,115
04:40,115
04:41,115
04:42,115
04:43,115
04:44,115
04:45,115
04:46,115
04:47,115
04:48,115
04:49,115
04:50,115
04:51,115
04:52,115
04:53,115
04:54,115
04:55,115
04:56,115
04:57,115
04:58,115
04:59,115
