Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,1
00:05,1
00:06,1
00:07,1
00:07,1
00:07,1
00:07,1
00:08,2
00:09,2
00:10,2
00:11,2
00:12,2
00:13,2
00:14,2
00:15,2
00:16,3
00:17,3
00:18,3
00:19,3
00:20,3
00:21,3
00:22,3
00:23,3
00:24,3
00:25,3
00:26,3
00:27,3
00:28,3
00:29,3
00:30,3
00:31,3
00:32,3
00:33,3
00:34,3
00:35,3
00:36,3
00:37,3
00:38,3
00:39,3
00:40,3
00:41,3
00:42,3
00:43,3
00:44,3
00:45,3
00:46,3
00:47,3
00:48,3
00:49,3
00:50,3
00:51,3
00:52,3
00:53,3
00:54,3
00:55,3
00:56,3
00:57,3
00:58,3
00:59,3
01:00,3
01:01,3
01:02,3
01:03,3
01:04,3
01:05,3
01:06,3
01:07,3
01:08,3
01:09,3
01:10,3
01:11,3
01:12,3
01:13,3
01:14,3
01:15,3
01:16,3
01:17,3
01:18,3
01:19,3
01:20,3
01:21,3
01:22,3
01:23,3
01:24,3
01:25,3
01:26,3
01:27,3
01:28,3
01:29,3
01:30,3
01:31,3
01:32,3
01:33,3
01:34,3
01:35,3
01:36,3
01:37,3
01:38,3
01:39,3
01:40,3
01:41,3
01:42,3
01:43,3
01:44,3
01:45,3
01:46,3
01:47,3
01:48,3
01:49,3
01:50,3
01:51,3
01:52,3
01:53,3
01:54,3
01:55,3
01:56,3
01:57,3
01:58,3
01:59,3
02:00,3
02:01,3
02:02,3
02:03,3
02:04,3
02:05,3
02:06,3
02:07,3
02:08,3
02:09,3
02:10,3
02:11,3
02:12,3
02:13,3
02:14,3
02:15,3
02:16,3
02:17,3
02:18,64
02:19,64
02:20,67
02:21,67
02:22,67
02:23,67
02:24,70
02:25,70
02:26,70
02:27,70
02:28,73
02:29,73
02:30,73
02:31,73
02:32,73
02:33,73
02:34,73
02:35,73
02:36,73
02:37,73
02:38,73
02:39,73
02:40,73
02:41,73
02:42,73
02:43,73
02:44,73
02:45,73
02:46,73
02:47,73
02:48,73
02:49,73
02:50,73
02:51,73
02:52,98
02:53,98
02:54,98
02:55,98
02:56,98
02:57,98
02:58,98
02:59,98
02:59,98
03:00,98
03:01,98
03:02,98
03:03,98
03:04,114
03:05,114
03:06,114
03:07,114
03:08,119
03:09,119
03:10,119
03:11,119
03:12,119
03:13,119
03:14,119
03:15,119
03:16,119
03:17,119
03:18,119
03:19,119
03:20,119
03:21,119
03:22,119
03:23,119
03:24,119
03:25,119
03:26,119
03:27,119
03:28,119
03:29,119
03:30,119
03:31,119
03:32,168
03:33,168
03:34,168
03:35,168
03:36,172
03:37,172
03:38,172
03:39,172
03:40,172
03:41,172
03:42,172
03:43,172
03:44,172
03:45,172
03:46,172
03:47,172
03:48,172
03:49,172
03:50,172
03:51,172
03:52,172
03:53,172
03:54,172
03:55,172
03:56,172
03:57,172
03:58,172
03:59,172
04:00,231
04:01,231
04:02,231
04:03,231
04:04,231
04:05,231
04:06,231
04:07,231
04:08,235
04:09,235
04:10,235
04:11,235
04:12,241
04:13,241
04:14,241
04:15,241
04:16,242
04:17,242
04:18,242
04:19,242
04:20,242
04:21,242
04:22,242
04:23,242
04:24,242
04:25,242
04:26,242
04:27,242
04:28,242
04:29,242
04:30,242
04:31,242
04:32,242
04:33,242
04:34,242
04:35,242
04:36,242
04:37,242
04:38,242
04:39,242
04:40,242
04:41,242
04:42,242
04:43,242
04:44,256
04:45,256
04:46,256
04:47,256
04:48,256
04:49,256
04:50,256
04:51,256
04:52,263
04:53,263
04:54,263
04:55,263
04:56,263
04:57,263
04:58,263
04:59,263
