Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,2
00:05,2
00:06,2
00:07,2
00:08,2
00:09,2
00:10,2
00:11,2
00:11,2
00:12,3
00:13,3
00:14,3
00:15,3
00:16,3
00:17,3
00:18,3
00:19,3
00:19,3
00:20,4
00:21,4
00:22,4
00:23,4
00:24,4
00:25,4
00:26,4
00:27,4
00:28,4
00:29,4
00:30,4
00:31,4
00:32,4
00:33,4
00:34,4
00:35,4
00:36,4
00:37,4
00:38,4
00:39,4
00:40,4
00:41,4
00:42,4
00:43,4
00:44,4
00:45,4
00:46,4
00:47,4
00:48,4
00:49,4
00:50,4
00:51,4
00:52,4
00:53,4
00:54,4
00:55,4
00:56,4
00:57,4
00:58,4
00:59,4
01:00,4
01:01,4
01:02,4
01:03,4
01:04,4
01:05,4
01:06,4
01:07,4
01:08,4
01:09,4
01:10,4
01:11,4
01:12,4
01:13,4
01:14,4
01:15,4
01:16,4
01:17,4
01:18,4
01:19,4
01:20,4
01:21,4
01:22,4
01:23,4
01:24,4
01:25,4
01:26,4
01:27,4
01:28,4
01:29,4
01:30,4
01:31,4
01:32,4
01:33,4
01:34,4
01:35,4
01:36,4
01:37,4
01:38,4
01:39,4
01:40,4
01:41,4
01:42,4
01:43,4
01:44,4
01:45,4
01:46,4
01:47,4
01:48,4
01:49,4
01:50,4
01:51,4
01:52,4
01:53,4
01:54,4
01:55,4
01:56,4
01:57,4
01:58,4
01:59,4
02:00,4
02:01,4
02:02,4
02:03,4
02:04,4
02:05,4
02:06,4
02:07,4
02:08,4
02:09,4
02:10,4
02:11,4
02:12,37
02:13,37
02:14,37
02:15,37
02:16,37
02:17,37
02:18,37
02:19,37
02:20,37
02:21,37
02:22,37
02:23,37
02:24,37
02:25,37
02:26,37
02:27,37
02:28,37
02:29,37
02:30,37
02:31,37
02:32,37
02:33,37
02:34,37
02:35,37
02:36,37
02:37,37
02:38,37
02:39,37
02:40,37
02:41,37
02:42,37
02:43,37
02:44,37
02:45,37
02:46,37
02:47,37
02:48,37
02:49,37
02:50,37
02:51,37
02:52,37
02:53,37
02:54,37
02:55,37
02:56,37
02:57,37
02:58,37
02:59,37
03:00,37
03:01,37
03:02,37
03:03,37
03:04,37
03:05,37
03:06,37
03:07,37
03:08,37
03:09,37
03:10,37
03:11,37
03:12,37
03:13,37
03:14,37
03:15,37
03:16,37
03:17,37
03:18,37
03:19,37
03:20,37
03:21,37
03:22,37
03:23,37
03:24,37
03:25,37
03:26,37
03:27,37
03:28,37
03:29,37
03:30,37
03:31,37
03:32,37
03:33,37
03:34,37
03:35,37
03:36,37
03:37,37
03:38,37
03:39,37
03:40,37
03:41,37
03:42,37
03:43,37
03:44,37
03:45,37
03:46,37
03:47,37
03:48,37
03:49,37
03:50,37
03:51,37
03:52,37
03:53,37
03:54,37
03:55,37
03:56,37
03:57,37
03:58,37
03:59,37
04:00,37
04:01,37
04:02,37
04:03,37
04:04,37
04:05,37
04:06,37
04:07,37
04:08,37
04:09,37
04:10,37
04:11,37
04:12,37
04:13,37
04:14,37
04:15,37
04:16,37
04:17,37
04:18,37
04:19,37
04:20,462
04:21,462
04:22,462
04:23,462
04:24,470
04:25,472
04:26,472
04:27,472
04:28,486
04:29,486
04:30,486
04:31,486
04:32,486
04:33,486
04:34,486
04:35,486
04:36,486
04:37,486
04:38,486
04:39,486
04:40,486
04:41,486
04:42,486
04:43,486
04:44,486
04:45,486
04:46,486
04:47,486
04:48,486
04:49,486
04:50,486
04:51,486
04:52,486
04:53,486
04:54,486
04:55,486
04:56,486
04:57,486
04:58,486
04:59,486
