Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:03,0
00:04,1
00:05,1
00:06,1
00:07,1
00:07,1
00:07,1
00:08,2
00:09,2
00:10,2
00:11,2
00:12,2
00:13,2
00:14,2
00:15,2
00:16,2
00:17,2
00:18,2
00:19,2
00:20,2
00:21,2
00:22,2
00:23,2
00:24,2
00:25,2
00:26,2
00:27,2
00:28,2
00:29,2
00:30,2
00:31,2
00:32,2
00:33,2
00:34,2
00:35,2
00:36,2
00:37,2
00:38,2
00:39,2
00:40,2
00:41,2
00:42,2
00:43,2
00:44,2
00:45,2
00:46,2
00:47,2
00:48,2
00:49,2
00:50,2
00:51,2
00:52,2
00:53,2
00:54,2
00:55,2
00:56,2
00:57,2
00:58,2
00:59,2
01:00,2
01:01,2
01:02,2
01:03,2
01:04,2
01:05,2
01:06,2
01:07,2
01:08,2
01:09,2
01:10,2
01:11,2
01:12,2
01:13,2
01:14,2
01:15,2
01:16,2
01:17,2
01:18,2
01:19,2
01:20,2
01:21,2
01:22,2
01:23,2
01:24,2
01:25,2
01:26,2
01:27,2
01:28,2
01:29,2
01:30,2
01:31,2
01:32,2
01:33,2
01:34,2
01:35,2
01:36,2
01:37,2
01:38,2
01:39,2
01:40,2
01:41,2
01:42,2
01:43,2
01:44,2
01:45,2
01:46,2
01:47,2
01:48,2
01:49,2
01:50,2
01:51,2
01:52,2
01:53,2
01:54,2
01:55,2
01:56,2
01:57,2
01:58,2
01:59,2
02:00,2
02:01,2
02:02,2
02:03,2
02:04,34
02:05,34
02:06,34
02:07,34
02:08,34
02:09,34
02:10,34
02:11,34
02:12,34
02:13,34
02:14,34
02:15,34
02:16,34
02:17,34
02:18,34
02:19,34
02:20,34
02:21,34
02:22,34
02:23,34
02:24,81
02:25,81
02:26,81
02:27,81
02:28,81
02:29,81
02:30,81
02:31,81
02:32,81
02:33,81
02:34,81
02:35,81
02:36,81
02:37,81
02:38,81
02:39,81
02:40,81
02:41,81
02:42,81
02:43,81
02:44,81
02:45,81
02:46,81
02:47,81
02:48,81
02:49,81
02:50,81
02:51,81
02:52,81
02:53,81
02:54,81
02:55,81
02:56,81
02:57,81
02:58,81
02:59,81
03:00,81
03:01,81
03:02,81
03:03,81
03:04,81
03:05,81
03:06,81
03:07,81
03:08,81
03:09,81
03:10,81
03:11,81
03:12,142
03:13,142
03:14,142
03:15,142
03:16,142
03:17,142
03:18,142
03:19,142
03:20,142
03:21,142
03:22,142
03:23,142
03:24,142
03:25,142
03:26,142
03:27,142
03:28,142
03:29,142
03:30,142
03:31,142
03:32,161
03:33,161
03:34,161
03:35,161
03:36,161
03:37,161
03:38,161
03:39,161
03:40,161
03:41,161
03:42,161
03:43,161
03:44,161
03:45,161
03:46,161
03:47,161
03:48,161
03:49,161
03:50,161
03:51,161
03:52,161
03:53,161
03:54,161
03:55,161
03:56,161
03:57,161
03:58,161
03:59,161
04:00,161
04:01,161
04:02,161
04:03,161
04:04,161
04:05,161
04:06,161
04:07,161
04:08,161
04:09,161
04:10,161
04:11,161
04:12,161
04:13,161
04:14,161
04:15,161
04:16,161
04:17,161
04:18,161
04:19,161
04:20,161
04:21,161
04:22,161
04:23,161
04:24,161
04:25,161
04:26,161
04:27,161
04:28,161
04:29,161
04:30,161
04:31,161
04:32,161
04:33,161
04:34,161
04:35,161
04:36,161
04:37,161
04:38,161
04:39,161
04:40,161
04:41,161
04:42,161
04:43,161
04:44,161
04:45,161
04:46,161
04:47,161
04:48,161
04:49,161
04:50,161
04:51,161
04:52,161
04:53,161
04:54,161
04:55,161
04:56,161
04:57,161
04:58,161
04:59,161
