Time,Dropped Frames
00:01,0
00:02,0
00:03,0
00:03,0
00:04,1
00:05,1
00:06,1
00:07,1
00:08,1
00:09,1
00:10,1
00:11,1
00:12,1
00:13,1
00:14,1
00:15,1
00:16,1
00:17,1
00:18,1
00:19,1
00:20,1
00:21,1
00:22,1
00:23,1
00:24,18
00:25,18
00:26,18
00:27,18
00:28,18
00:29,18
00:30,18
00:31,18
00:32,18
00:33,18
00:34,18
00:35,18
00:36,18
00:37,18
00:38,18
00:39,18
00:40,18
00:41,18
00:42,18
00:43,18
00:44,18
00:45,18
00:46,18
00:47,18
00:48,18
00:49,18
00:50,18
00:51,18
00:52,67
00:53,67
00:54,67
00:55,67
00:56,67
00:57,67
00:58,67
00:59,67
01:00,68
01:01,68
01:02,68
01:03,68
01:04,68
01:05,68
01:06,68
01:07,68
01:08,68
01:09,68
01:10,68
01:11,68
01:12,68
01:13,68
01:14,68
01:15,68
01:16,68
01:17,68
01:18,68
01:19,68
01:20,68
01:21,68
01:22,68
01:23,68
01:24,68
01:25,68
01:26,68
01:27,68
01:28,68
01:29,68
01:30,68
01:31,68
01:32,68
01:33,68
01:34,68
01:35,68
01:36,68
01:37,68
01:38,68
01:39,68
01:40,68
01:41,68
01:42,68
01:43,68
01:44,68
01:45,68
01:46,68
01:47,68
01:48,68
01:49,68
01:50,68
01:51,68
01:52,68
01:53,68
01:54,68
01:55,68
01:56,68
01:57,68
01:58,68
01:59,68
02:00,68
02:01,68
02:02,68
02:03,68
02:04,68
02:05,68
02:06,68
02:07,68
02:08,68
02:09,68
02:10,68
02:11,68
02:12,68
02:13,68
02:14,68
02:15,68
02:16,68
02:17,68
02:18,68
02:19,68
02:20,68
02:21,68
02:22,68
02:23,68
02:24,68
02:25,68
02:26,68
02:27,68
02:28,68
02:29,68
02:30,68
02:31,68
02:32,68
02:33,68
02:34,68
02:35,68
02:36,68
02:37,68
02:38,68
02:39,68
02:40,68
02:41,68
02:42,68
02:43,68
02:44,68
02:45,68
02:46,68
02:47,68
02:48,68
02:49,68
02:50,68
02:51,68
02:52,68
02:53,68
02:54,68
02:55,68
02:56,68
02:57,68
02:58,68
02:59,68
03:00,68
03:01,68
03:02,68
03:03,68
03:04,68
03:05,68
03:06,68
03:07,68
03:08,68
03:09,68
03:10,68
03:11,68
03:12,68
03:13,68
03:14,68
03:15,68
03:16,68
03:17,68
03:18,68
03:19,68
03:20,68
03:21,68
03:22,68
03:23,68
03:24,68
03:25,68
03:26,68
03:27,68
03:28,68
03:29,68
03:30,68
03:31,68
03:32,68
03:33,68
03:34,68
03:35,68
03:36,68
03:37,68
03:38,68
03:39,68
03:40,68
03:41,68
03:42,68
03:43,68
03:44,68
03:45,68
03:46,68
03:47,68
03:48,68
03:49,68
03:50,68
03:51,68
03:52,68
03:53,68
03:54,68
03:55,68
03:56,68
03:57,68
03:58,68
03:59,68
04:00,68
04:01,68
04:02,68
04:03,68
04:04,68
04:05,68
04:06,68
04:07,68
04:08,68
04:11,68
04:11,68
04:12,68
04:13,68
04:14,68
04:15,68
04:16,68
04:17,68
04:18,68
04:19,68
04:20,68
04:21,68
04:22,68
04:23,68
04:24,183
04:25,183
04:26,183
04:27,183
04:28,183
04:29,183
04:30,183
04:31,183
04:32,183
04:33,183
04:34,183
04:35,183
04:36,183
04:37,183
04:38,183
04:39,183
04:40,183
04:41,183
04:42,183
04:43,183
04:44,183
04:45,183
04:46,183
04:47,183
04:48,183
04:49,183
04:50,183
04:51,183
04:52,183
04:53,183
04:54,183
04:55,183
04:56,183
04:57,183
04:58,183
04:59,183
