Time,Dropped Frames
00:00,0
00:01,0
00:02,0
00:03,0
00:04,0
00:05,0
00:06,0
00:07,0
00:08,0
00:09,0
00:10,0
00:11,0
00:12,0
00:13,0
00:14,0
00:15,0
00:16,0
00:17,0
00:18,0
00:19,0
00:20,0
00:21,0
00:22,0
00:23,0
00:24,0
00:25,0
00:26,0
00:27,0
00:28,0
00:29,0
00:30,0
00:31,0
00:32,0
00:33,0
00:34,0
00:35,0
00:36,0
00:37,0
00:38,0
00:39,0
00:40,0
00:41,0
00:42,0
00:43,0
00:44,0
00:45,0
00:46,0
00:47,0
00:48,0
00:49,0
00:50,0
00:51,0
00:52,0
00:53,0
00:54,0
00:55,0
00:56,0
00:57,0
00:58,0
00:59,0
01:00,0
01:01,0
01:02,0
01:03,0
01:04,0
01:05,0
01:06,0
01:07,0
01:08,0
01:09,0
01:10,0
01:11,0
01:12,0
01:13,0
01:14,0
01:15,0
01:15,0
01:15,0
01:15,0
01:15,0
01:15,0
01:16,0
01:17,0
01:18,0
01:19,0
01:19,0
01:19,0
01:19,0
01:19,0
01:19,0
01:19,0
01:20,3
01:21,3
01:22,3
01:23,3
01:24,3
01:25,3
01:26,3
01:27,3
01:28,3
01:29,3
01:30,3
01:31,3
01:32,3
01:33,3
01:34,3
01:35,3
01:36,3
01:37,3
01:38,3
01:39,3
01:40,3
01:41,3
01:42,3
01:43,3
01:44,3
01:45,3
01:46,3
01:47,3
01:48,3
01:49,3
01:50,3
01:51,3
01:52,3
01:53,3
01:54,3
01:55,3
01:56,3
01:57,3
01:58,3
01:59,3
02:00,3
02:01,3
02:02,3
02:03,3
02:04,3
02:05,8
02:06,8
02:07,8
02:08,8
02:09,8
02:10,8
02:11,8
02:12,9
02:13,9
02:14,9
02:15,9
02:16,9
02:17,9
02:18,9
02:19,9
02:20,9
02:21,9
02:22,9
02:23,9
02:23,9
02:23,9
02:23,9
02:23,9
02:23,9
02:23,9
02:24,9
02:25,9
02:26,9
02:27,9
02:28,9
02:29,9
02:30,9
02:31,9
02:32,9
02:33,9
02:34,9
02:35,9
02:36,9
02:37,9
02:38,9
02:39,9
02:40,9
02:41,9
02:42,9
02:43,9
02:44,9
02:45,9
02:46,9
02:47,9
02:48,9
02:49,9
02:50,9
02:51,9
02:52,9
02:53,9
02:54,9
02:55,9
02:56,9
02:57,9
02:58,9
02:59,9
03:00,9
03:01,9
03:02,45
03:03,45
03:04,47
03:05,47
03:06,47
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:07,52
03:08,54
03:09,54
03:10,54
03:11,54
03:12,57
03:13,57
03:14,57
03:15,57
03:16,57
03:17,57
03:18,57
03:19,57
03:20,57
03:21,57
03:22,57
03:23,57
03:24,57
03:25,57
03:26,57
03:27,57
03:28,57
03:29,57
03:30,57
03:31,57
03:32,57
03:33,57
03:34,72
03:35,72
03:35,72
03:36,74
03:37,74
03:38,74
03:39,74
03:40,78
03:41,78
03:42,78
03:43,78
03:44,78
03:45,78
03:46,78
03:47,78
03:48,78
03:49,78
03:50,78
03:51,78
03:52,78
03:53,78
03:54,78
03:55,78
03:56,78
03:57,78
03:58,78
03:59,78
04:00,78
04:01,78
04:02,78
04:03,78
04:04,78
04:05,96
04:06,96
04:07,96
04:08,98
04:09,99
04:10,99
04:11,99
04:12,102
04:13,102
04:14,102
04:15,102
04:16,102
04:17,102
04:18,102
04:19,102
04:20,102
04:21,102
04:22,102
04:23,102
04:24,102
04:25,102
04:26,102
04:27,102
04:28,102
04:29,102
04:30,102
04:31,102
04:32,102
04:33,102
04:34,102
04:35,102
04:36,102
04:37,102
04:38,102
04:39,102
04:40,127
04:41,127
04:42,127
04:43,127
04:44,127
04:45,127
04:46,127
04:47,127
04:48,140
04:49,140
04:50,140
04:51,140
04:52,145
04:53,145
04:54,145
04:55,145
04:56,145
04:57,145
04:58,145
04:59,145
